STARTUP_NAME,STARTUP_CONTACT,STARTUP_EMAIL,STARTUP_WEBSITE,STARTUP_ADDRESS,STARTUP_SEGMENT,STARTUP_METODOLOGY,STARTUP_DESCRIPTION,STARTUP_TAGS
CLUBDACOTAÇÃO,(81)99984-5221,vicente.netto@clubdacotacao.com.br,https://clubdacotacao.com.br/,"Av.Zetquinha Barreto, 27 - 54.400-090Jaboatão/PE. CEP: 54400090.",FinTech,MobileApps,"
Com o Club da Cotação você vai digitalizar seus pedidos de compras, deixando para trás aquela busca cansativa pelo menor preço.

- Sistema disponível na palma da mão
- Maior variedade de fornecedores e preços
- Compras e cotações tudo em um só lugar
- Toda operação registrada
- Avaliação dos fornecedores
- Notificações Online","lojas virtuais; ,marketplaces; ,vendas; ,negócios; "
CITi,(81)99276-8863,contato@citi.org.br,https://citi.org.br/,"AV PROFESSOR LUIZ FREIRE, SN - SCRECIFE/AC. CEP: 50740-545.",Diversos Mercados,Transformação Digital,"O CITi é uma empresa do Centro de Informática da UFPE e a maior empresa júnior de tecnologia do Brasil. Somos uma aceleradora digital que desenvolve soluções por meio de metodologias avançadas de design e desenvolvimento de software. Nosso propósito é transformar vidas por meio de soluções impactantes e inovadoras. Além disso, formamos profissionais e empreendedores de sucesso para o mercado.","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,AGILE; ,SCRUM; ,Design; ,Design Thinking; ,TRANSFORMAÇÃO DIGITAL; "
CINQ FINANCE,(81)98170-0810,contato@cinqfinance.com,www.cinqfinance.com,"RUA DONA MARIA CESAR, 170 - SALA 203RECIFE/PE. CEP: 50030-140.",FinTech,SaaS ,"Startup com um modelo de negócios B2B2C, visando realizar um match entre pessoas físicas a consultores financeiros capacitados a atendê-las com um direcionamento assertivo em direção aos objetivos pessoais delas, com o intuito de alcançar da maneira mais segura e em menor tempo possível. Além disso, proporcionar toda metodologia para o profissional que conduzirá essa consultoria a oferecer os diversos serviços financeiros existentes no mercado, com alinhamento de interesses e pensando sempre no cliente final.","Mercado financeiro; ,Educação Financeira; ,Educadores Financeiros; ,Produtos financeiros; "
Chez,(81)98544-4669,fin@chez.group,chez.group,"R DOMINGOS JOSE MARTINS, 75 - 107Recife/PE. CEP: 50030-200.",FinTech,SaaS ,"Construímos produtos digitais, sistemas e aplicativos mobile, customizadas atendendo grandes empresas líderes de setores, já lançamos mais de 60 sistemas/apps à 9 anos. Também temos um portfolio próprio de produtos para impulsionar faturamento de empresas que recebem pagamentos digitais a terem melhores taxas de aprovação (em meios de pagamento/gateways), por um custo menor e mais seguro.","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,lojas virtuais; ,e-commerce; ,marketplaces; ,venda online; ,loja virtual; ,compra online; ,vendas; ,fintech; ,pagamento recorrente; ,cobranças; ,sistema de gestão; ,Design; ,IT Outsourcing; ,Inteligência Artificial; ,Ciência de dados; ,Mercado financeiro; ,design de serviço; ,low-code; ,Pagamentos digitais; ,Meios de pagamento; "
Chez,(81)98544-4669,fin@chez.group,chez.group,"R DOMINGOS JOSE MARTINS, 75 - 107Recife/PE. CEP: 50030-200.",FinTech,SaaS ,"Atuamos prestando serviços em desenvolvimento, planejamento e no design de produtos digitais, softwares e aplicativos. Também temos uma solução que conecta negócios digitais com provedores de pagamento (gateways), provendo a forma mais segura e barata para receber seus pagamentos digitais.","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,lojas virtuais; ,e-commerce; ,marketplaces; ,compra online; ,venda online; ,loja virtual; ,pagamento recorrente; ,cobranças; ,IT Outsourcing; ,CTO as a Service; ,Inteligência Artificial; ,Ciência de dados; ,Mercado financeiro; ,design de serviço; ,low-code; "
Cerne Tecnologia,(81)9964-883,cerne@cerneinfo.com.br,cerne tecnologia.com.br,"Av Prof Joaquim Cavalcanti , 208 - Recife/AC. CEP: 50800-010.",Diversos Mercados,Diversas Techs/Meths,"Atividades de gestão e automação comercial, consultoria em TI, elaboração e execução de projetos de rede, servidores e comunicação de dados, segurança de dados, desenvolvimento de aplicações.",gestão; 
CERBRUM,(81)98950-9512,isaaclima@cerbrum.com,https://cerbrum.com/,"Av. Oswaldo Cruz, 217 - Caruaru/PE. CEP: 50012-040.",EdTech,SaaS ,"Sistemas com nota máxima em avaliações do MEC. Somos especialistas em tecnologias educacionais. 
Gestão acadêmica, financeira, portal on-line, aplicativo, plataforma EAD e muito mais. Homologado com nota máxima em avaliações do MEC.
Promovemos softwares de gestão, de forma democrática e com máxima excelência.

Quem Somos
Uma equipe de profissionais empenhados em fazer
sempre mais por nossos clientes, superando as  expectativas no atendimento e na inteligência das soluções oferecidas.

O Cerbrum é uma empresa de tecnologia da informação, que atua na área de desenvolvimento de sistemas de gestão, destacando-se no meio por ser uma empresa séria, comprometida com a qualidade e segurança da informação.

O que nos diferencia é  a busca constante pela inovação, a prioridade na qualificação dos processos, o desenvolvimento de soluções rápidas, práticas e acessíveis  para o fortalecimento da autonomia dos clientes , o que nos torna referência em qualidade nos serviços oferecidos.

Somos uma empresa reconhecidamente comprometida com a realidade social em que estamos inseridos, bem como com a educação e a disseminação do conhecimento e da cultura.

Valorizamos a humanização dos funcionários, clientes e parceiros e acreditamos que a integração de todos estes setores fazem com que o Cerbrum chegue a resultados extraordinários, que permitem o crescimento constante que vivenciamos.

Nossa Missão
Oferecer aos nossos clientes recursos para a transformação da prática de gestão, priorizando a inovação para a mudança dos processos, lhes possibilitando a conquista dos ideais.

Nossa Visão
Ser referência internacional na oferta de soluções tecnológicas para a gestão.

Nossos Valores
Satisfação do cliente, Valorização e respeito às pessoas e Responsabilidade social.

http://cerbrum.com/empresa/quemsomos/",
CERBRUM,(81)98950-9512,isaaclima@cerbrum.com,https://cerbrum.com/,"Av. Oswaldo Cruz, 217 - Caruaru/PE. CEP: 50012-040.",EdTech,SaaS ,"Sistemas com nota máxima em avaliações do MEC. Somos especialistas em tecnologias educacionais. 
Gestão acadêmica, financeira, portal on-line, aplicativo, plataforma EAD e muito mais. Homologado com nota máxima em avaliações do MEC.
Promovemos softwares de gestão, de forma democrática e com máxima excelência.

Quem Somos
Uma equipe de profissionais empenhados em fazer
sempre mais por nossos clientes, superando as  expectativas no atendimento e na inteligência das soluções oferecidas.

O Cerbrum é uma empresa de tecnologia da informação, que atua na área de desenvolvimento de sistemas de gestão, destacando-se no meio por ser uma empresa séria, comprometida com a qualidade e segurança da informação.

O que nos diferencia é  a busca constante pela inovação, a prioridade na qualificação dos processos, o desenvolvimento de soluções rápidas, práticas e acessíveis  para o fortalecimento da autonomia dos clientes , o que nos torna referência em qualidade nos serviços oferecidos.

Somos uma empresa reconhecidamente comprometida com a realidade social em que estamos inseridos, bem como com a educação e a disseminação do conhecimento e da cultura.

Valorizamos a humanização dos funcionários, clientes e parceiros e acreditamos que a integração de todos estes setores fazem com que o Cerbrum chegue a resultados extraordinários, que permitem o crescimento constante que vivenciamos.

Nossa Missão
Oferecer aos nossos clientes recursos para a transformação da prática de gestão, priorizando a inovação para a mudança dos processos, lhes possibilitando a conquista dos ideais.

Nossa Visão
Ser referência internacional na oferta de soluções tecnológicas para a gestão.

Nossos Valores
Satisfação do cliente, Valorização e respeito às pessoas e Responsabilidade social.

http://cerbrum.com/empresa/quemsomos/","DESENVOLVIMENTO WEB; ,ANÁLISE DE DADOS; ,MEC; ,Diiploma Digital; ,Cerbrum; ,edtech; ,tecnologia; ,educação; ,ensino superior; ,ensino básico; "
CEOPLAN CONSULTORIA,(81)98207-9722,paulo.consultor@ceoplan.com.br,www.ceoplan.com.br,"AV GOVERNADOR AGAMENON MAGALHAES, 4318 - RECIFE/PE. CEP: 52010-075.",Diversos Mercados,Consultoria em Negócios,"Empresa no segmento de Consultoria de Gestao  alinhanhada com a tecnologia e alta performance em :

1-Gestao Economica e Financeira
2- Marketing para Negocios
3- DNA de Vendas
4- Assesorias Juridica
5- Contabilidade Consultiva
6- Gerenciamento de Processo.","consultoria; ,negócios; ,vendas; "
CE2S,(81)97302-9000,henrique@ce2s.com.br,www.ce2s.com.br,"Rua Dr Arlindo dos Santos MACIEL, 80 - 101Jaboatão dos Guararapes/PE. CEP: 54400-015.",Diversos Mercados,Transformação Digital,"A CE2S traz uma abordagem baseada nos seguintes pilares:

-------------------------------------------------------------------------------------------------------------------------------------------------------
Pessoas e Empresas devem ser >>>>>>>>>> COMPETITIVAS em relação aos seus objetivos,
Pessoas e Empresas devem ser >>>>>>>>>> EQUILIBRADAS em relação a recursos e partes envolvidas, abordagens, restrições, etc., e
Competitividade e Equilíbrio devem ser >>>>>> SUSTENTADOS para o futuro.
-------------------------------------------------------------------------------------------------------------------------------------------------------

Através da prestação dos Serviços apresentados a seguir por nossa equipe e nossos parceiros.

- CATALIZAÇÃO E GOVERNANÇA DE INOVAÇÃO  E ABORDAGEM DE DESIGN
- PLANEJAMENTO E ACOMPANHAMENTO ESTRATÉGICO / TRANSFORMAÇÃO FIGITAL
- GESTÃO DE PROCESSOS E SISTEMAS DE INFORMAÇÃO
- GESTÃO DE PESSOAS, CULTURA E ORGANIZAÇÃO /  CATALIZAÇÃO DE AGILIDADE E MANAGEMENT 3.0 
- APOIO AO EMPREENDEDORISMO & INOVAÇÃO ABERTA
- COACHING
- CATALIZAÇÃO DE PROJETOS
- DESENVOLVIMENTO DE APLICAÇÕES
","SCRUM; ,GestãoÁgil; ,Design; ,Desenvolvimento e Gestão de `Pessoas; ,Coaching; ,Design Thinking; ,Transformação Figital; ,Gestão de Projetos; ,Inovação Aberta; "
Capyba Software,(81)99998-5691,contato@capyba.com,https://www.capyba.com/,"Rua do Bom Jesus, 183 - Sala 101Recife/PE. CEP: 50030-170.",HealthTech,IT Outsourcing,"A Capyba é uma empresa desenvolvedora de software orientada a design! 
Somos especialistas em concepção e desenvolvimento de produtos digitais, Estados Unidos, Inglaterra, Canadá e Brasil. Trabalhamos há mais de 10 anos com tecnologia, design e inovação para transformar ideias e problemas em negócios digitais.","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,SCRUM; ,AGILE; ,consultoria; "
Capibaribe Analytics,(81)97340-0191,comercial@capibaribeanalytics.com,https://capibaribeanalytics.com/,"Rua Engenheiro Ubaldo Gomes de Mattos, 53 - Loja 31Recife /PE. CEP: 50010-310.",AgriTech,Alocação Profissionais,"Ciência de dados e big data a favor do cliente
Experiência com analytics, matemática, estatística, economia, ciência política, mineração de dados, machine learning e processamento de linguagem natural (NPL) para resolver desafios através de algoritmos, modelos e testes.

A Capibaribe Data Analytics visa atender às necessidades específicas dos clientes, tanto com os dados disponibilizados, como os dados internos das empresas. Disponibilizamos de  times de Customer e Vendas preparados para entender, filtrar e especificar as demandas por projetos.

","B.I.; ,I.A.; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,consultoria; ,negócios; ,governança; ,produtividade; ,eficiência; ,TRANSFORMAÇÃO DIGITAL; ,TI; ,CTO as a Service; ,IT Outsourcing; ,B2B; "
CANAL JMS,(81)99114-9107,jmsmakerproducoesltda@gmail.com,https://www.youtube.com/jeffersonmeneses,"Av. Brasil, 580 - Caruaru/PE. CEP: 55016360.",CommunityTech,SocialMidia,"JMS Maker Produções ( CanalJMS) - Um dos maiores Canais sobre Tecnologia do Brasil e do Mundo! 
Comunidade com 2.3 milhões de Seguidores no YouTube. 

https://www.youtube.com/jeffersonmeneses ","METAVERSO; ,I.A.; ,compra online; ,internet; ,wifi; ,Transformação Figital; ,fibra óptica; ,telecom; ,conectividade; ,proteção; "
BZU TECH,(81)98707-7375,info@bzutech.com,http://www.bzutech.com.br,"Av. Governador Agamenom Magalhães, 2936 - Sala 902Recife/PE. CEP: 52020000.",AgriTech,Alocação Profissionais,"Somos uma solução IOT para coleta e análise de dados onde hardware e software conectados produzem informações capazes de reduzir custos e prever falhas.
Através da nossa solução, coletamos rotineiramente informações que irão ajudar a reduzir os custos, prevenir falhas, melhorar a eficiência e revelar padrões de utilização que levarão a uma maior rentabilidade, produtividade e satisfação do cliente.
Conhecimento sistêmico, visibilidade, e colaboração de dados permitem uma atuação preditiva avançada, resultando numa maior geração de valor.
","iot; ,eficiência; ,produtividade; ,AUTOMAÇÃO; ,Ciência de dados; ,sensores; ,monitoramento; ,dashboards; "
BS4 TECNOLOGIA,(81)99415-9999,rodrigostepple@bs4tecnologia.com,bs4tecnologia.com,"Rua Manoel de Queiroz Lima, 43 - Recife/PE. CEP: 50680-000.",ConstruTech,NoCode / LowCode,"A BS4 Tecnologia foi constituída com o objetivo de oferecer ao mercado público e privado produtos de excelência que forneçam informações precisas e que auxiliem o gestor na tomada de decisão. Possuímos colaboradores com mais de vinte anos de experiência no mercado em várias ferramentas de desenvolvimento de sistemas desktop, web, mobile e cloud, especialização em business analytics e business intelligence com foco na área de gestão estratégica. 

Possuímos uma unidade específica para desenvolvimento de soluções customizadas para o seu negócio oferecendo assim modelos que permitem uma melhor visão da sua empresa ou instituição. 

Nossas Soluções estão em contínuo desenvolvimento e aperfeiçoamento acompanhando a evolução dos conceitos de administração e as tecnologias aplicadas em seu desenvolvimento. Desta forma, garantimos aos nossos clientes a segurança no investimento realizado em um produto que estará sempre respondendo às suas necessidades ao longo do tempo. 

A BS4 Tecnologia está no mercado para transformar digitalmente e disruptivamente a gestão das instituições em uma tarefa mais organizada, confiável e com grandes resultados. Fazemos isso, desenvolvendo e implantando com know-how próprio, soluções em sistemas customizados e serviços digitais para a gestão de acordo com a necessidade de nossos clientes.
Você pode escolher entre diversos aplicativos prontos e personalizar para atender às necessidades específicas do seu negócio. Todos os aplicativos foram desenvolvidos com o Madrix AppStudio. Caso não encontre o aplicativo que você deseja, você pode solicitar aqui que criamos para você.
","B.I.; ,I.A.; ,DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,SCRUM; ,consultoria; ,governança; ,compliance; ,proteção; ,produtividade; ,SQL SERVER; ,sistema de gestão; ,nuvem; ,Python; ,Gestão de Projetos; ,Energia; ,Inteligência Artificial; ,SAÚDE PÚBLICA; ,low-code; ,solar; ,B2B; ,indicadores; ,monitoramento; ,business inteligence; ,dashboards; ,gestão publica; ,Cloud; ,mobile; ,engenharia; ,Engenharia de Software; ,Solução de Engenharia; ,suporte; "
BR VOICE,(81)99117-4543,fdoll@brvoice.com,www.brvoice.com,"Rua Domingos José Martins, 75 - Recife/PE. CEP: 50030-200.",Diversos Mercados,Consultoria em TIC,"A BR Voice iniciou suas atividades prestando serviços em comunicação IP em 2006. Em meados de 2012, expandiu seu portfólio e tornou-se uma integradora de soluções na área de Tecnologia da Informação e Comunicação (TIC). Fornece soluções de comunicação e Vídeomonitoramento inteligente, utilizando alta tecnologia para atingir sempre o melhor resultado para nossos clientes. ","telecom; ,produtividade; ,IT Outsourcing; ,consultoria; ,telecomunicações; ,Videomonitoramento; ,Soluções em Tecnologia; ,wifi; ,Gestão de Cidades; ,Cidades Inteligentes; ,Tecnologia Inovadora; ,Comunicação Unificada; ,Segurança Eletrônica; ,Infraestrutura de Rede; ,5G; "
BRANDHUB,(81)99911-0250,paula@brandhub.com.br,www.brandhub.com.br,"Rua do Apolo, 235 - Recife/AC. CEP: 50030-220.",Diversos Mercados,Brand/Mkt/Mkt Digi,"Desenvolvemos projetos de gestão e criação de marcas e negócios focados em identidade, posicionamento, propósito, arquétipos e território. Por intermédio do método Branding Canvas, trazemos agilidade, cocriação e tomadas de decisão eficientes com foco em objetivos claros.","marketing; ,AGILE; ,branding; "
BOTTOM UP,(81)3090-7213,contato@bottomup.com.br,https://bottomup.com.br/,"Rua Isaac, 26 - Recife/PE. CEP: 50741-710.",IndusTech,IoT,"A BottomUP Technology é uma indústria eletrônica de dispositivos de IoT, localizada em Recife-PE e com escritório comercial em São Paulo-SP. Desde a sua fundação em 2011 desenvolve os dispositivos que fabrica, começando pelo P&D e design até as certificações necessárias. Tendo seus produtos integrados a diversas plataformas IoT de iluminação pública, telemetria e rastreamento de parceiros e clientes.","iot; ,SCRUM; ,sistema de gestão; ,Gestão da inovação; ,telemetria; ,internet das coisas; "
BOMJUR,(81)98212-9402,walter@bomjur.com,www.bomjur.com,"Rua do Brum, 455 - CX 007RECIFE/AC. CEP: 50030-260.",LawTech,Transformação Digital,"Bomjur é a plataforma que conecta pessoas e empresas
aos profissionais de direito mais competentes de cada área.
E conecta os profissionais do direito a um público já selecionado e direcionado pela própria plataforma.

Aliás, a Bomjur conecta muito mais coisas. Conecta todas as reuniões, todos os documentos, todas conversas e organiza tudo numa linha do tempo, fácil de acompanhar e de entender.
No hablas juridiquês? A gente traduz. Afinal, quem entende de direito tem que saber explicar direito.

Ou seja: Bomjur conduz, simplifica e organiza todos os processos jurídicos, do começo ao fim. 24h por dia, 7 dias por semana.
É o direito acessível a todo mundo. É assim que deveria ser. E agora é.
","AGILE; ,marketplaces; ,consultoria; ,negócios; ,lgpd; ,compliance; "
Echosis Marketing Digital,(81)9399-8037,andrey.eloy@echosis.com.br,www.echosis.com.br,"Rua Mamanguaoe, 418 - Recife/PE. CEP: 51020-250.",Social Business,SocialMidia,Impulsionamos empresa com estratégias focadas em gestão e resultados reais.,"consultoria; ,loja virtual; ,venda online; ,produtividade; "
É Bom ou Não,(81)99512-7273,contato@ebomounao.com.br,https://ebomounao.com.br,"Av. Portugal, 1290 - 2-503Caruaru/PE. CEP: 55016-400.",RetailTech,IntelArtif/MachLea,"Imagine ter acesso a milhões de reviews em um único lugar. Com o uso de inteligência artificial, tornamos as escolhas de compra mais inteligentes, revelando os melhores produtos através de análises imparciais, para que você compre sem arrependimento.","I.A.; ,ANÁLISE DE DADOS; ,e-commerce; ,marketplaces; ,Inteligência Artificial; ,Ciência de dados; ,marketing; ,experiência do cliente; ,customer experiente; ,varejo; ,Google; ,ANÁLISE DO COMPORTAMENTO; "
e.AÍ,(81)99162-0608,contato@eai.tec.br,www.eai.tec.br,"Rua Dona Maria César, Edifício Luciano Costa, Sala 203, 170 - Recife/PE. CEP: 50030-140.",HealthTech,IntelArtif/MachLea,"Somos a E.AÍ Tecnologias Inteligentes e desenvolvemos soluções complexas baseadas em Sensores Físicos, IoT, robótica e Inteligência Artificial.
Procuramos capacitar continuamente a nossa equipe e incentivamos a produção de capital intelectual como principais ativos. A nossa equipe é formada por profissionais extremamente qualificados e experientes no desenvolvimento de inovações tecnológicas.

Conheça algumas das nossas soluções:

Robô de Desinfecção Inteligente: nossa tecnologia baseada em inteligência artificial permite desinfectar os ambientes eliminando os microorganismos presentes como vírus (COVID19, H3N2), bactérias e fungos.

Contador automático de ovos de ZIKAvírus:
Nossa tecnologia baseada em processamento de imagens e machine learning permite identificar e contar os ovos infectados. Conhecendo o local das amostras torna-se possível criar um mapa de calor para visualizar as área de risco.

Nariz inteligente: nossa tecnologia IoT utiliza machine learning e inteligência artificial para criar assinaturas digitais exclusivas para odores. Assim permite identificar e comparar e fornecer resultados, em milissegundos, dos odores (cheiros) analisados.",I.A.; 
DREAM EXPERIENCE,(81)99825-1103,bruno.barreto@dreamxp.com.br,www.dreamxp.com.br,"RUA DO BOM JESUS, 180 - 3 ANDARRECIFE/PE. CEP: 50030-170.",Diversos Mercados,Alocação Profissionais,"Implantamos e customizamos as principais soluções da Salesforce (marketing, vendas, atendimento omni-channel e experiências digitais). Com um time experiente e especializado nesta tecnologia, entregamos consultoria e células ágeis para materializar projetos disruptivos que entreguem alavancagem operacional aos nossos clientes.","AGILE; ,consultoria; ,vendas; ,eficiência; ,produtividade; ,nuvem; ,TRANSFORMAÇÃO DIGITAL; ,CRM; ,Salesforce; "
DISPOR ENERGIA,(81)3040-6272,carlosrocha@disporenergia.com.br,https://www.disporenergia.com.br/,"Rua Domimgos José Martins, 75 - Recife/PE. CEP: 500.30.200.",AgriTech,Alocação Profissionais,"Clean Energy Fintech que transforma o relacionamento com a energia, e outras utilities (gás e água), em crédito ambiental ao certificar dados de consumo consciente, produção limpa e pagamento para gerar ganhos financeiros, operacionais e ambientais, com impacto social, às distribuidoras, produtores e consumidores","I.A.; ,ANÁLISE DE DADOS; ,eficiência; "
DI2WIN TECNOLOGIA LTDA,(81)99159-1832,p21@di2win.com,www.di2win.com,"R DOMINGOS JOSE MARTINS, 75 - Recife/PE. CEP: 50030-200.",FinTech,IntelArtif/MachLea,"Empresa especializada em IA, processos, e Gemeos Digitais em processos de negocios e processos industriais. Detendora de 25 registros de PI de varios componentes de visao computacional , machine learning e transfomers todos disponibilizados via sua plataforma SaaS extrAIdados.","I.A.; ,negócios; ,eficiência; ,fintech; ,saas; ,nuvem; ,TRANSFORMAÇÃO DIGITAL; ,Inteligência Artificial; ,Mercado financeiro; ,B2B; ,perfomance; ,escritorio de advocacia; ,Machine Learning; "
Delas Soluções Digitais,(81)99800-5932,rebeca@delassolucoesdigitais.com.br,www.delassolucoesdigitais.com.br,"Rua Domingos José Martins , 75 - 107RECIFE/PE. CEP: 50030-200.",Diversos Mercados,Comunicação e Mídia,"A Delas visa contribuir com a equiparação de gênero dentro do mercado de marketing e tecnologia, no Brasil e no mundo. Queremos desenvolver mulheres nos setores de marketing e tecnologia, proporcionando ferramentas e plano de carreira para todas. Almejamos a entrega de novas ferramentas para o desenvolvimento de negócios, visando melhorias de gestão corporativa. ","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,marketplaces; ,lojas virtuais; ,marketing; "
DEAFAULTTECH,(81)99222-3010,gustavo.bueno1109@gmail.com,https://softexpe.org.br/,"AV RUI BARBOSA, 715 - Recife/PE. CEP: 52011-040.",LawTech,DesenvSW (Cusctom pClis),Desenvolvimento e consultoria em engenharia de software.,
Data Priority,(81)98179-0244,gleybson@datapriority.com.br,datapriority.com.br,"Av. Conselheiro Aguiar, 4599 - SL. 001Recife/PE. CEP: 51021-020.",FinTech,BI,"Somos um time com mais de 15 anos no mercado de tecnologia, processamento de dados e consultoria.
Construímos a comunicação entre diversas plataformas, banco de dados, documentos e portais web. Soluções com foco em personalização e redução de custos com licenciamentos de softwares.
Missão
Existimos para construir uma comunicação integrada entre o nosso cliente e os seus dados através da inteligência de negócios
Visão
Identificar e entender as necessidades dos nossos clientes e criar soluções implementando a cultura Data Driven nas empresas.
Valores
ÉTICA INEGOCIÁVEL
Com intuito de estabelecer parcerias sustentáveis baseadas em respeito mútuo e cooperação, nos posicionamos com a máxima transparência e boa-fé em nossas ações onde esperamos reciprocidade com nossos colaboradores e clientes.
FOCO NO RESULTADO DO CLIENTE
Atuando em sinergia nosso objetivo é focado no resultado positivo de nossos clientes, buscamos transformar cada cliente em um case de sucesso.
TRANSPARÊNCIA
Compartilhando todas as etapas do processo por meio de relatórios e um ecossistema seguro, buscamos integração dos projetos com presença ativa de nossos clientes no desenvolvimento até entrega final.
EFICIÊNCIA
Desenvolvemos projetos com máxima presteza e clareza alinhado com as expectativas dos nossos clientes, apresentando possibilidades e oportunidades devido nosso vasta expertise no segmento.

Nossos Serviços
- CONSULTORIA
Identificar os problemas e desenvolver soluções com o BI nas empresas atraves de técnicas e metodologias fazendo todo o ETL extração, transformação e construção de dashboard gerando informações que irão alicerçar as tomadas de decisões para cada area estratégica do seu negócio.
Cada célula da empresa tem sua importância e deve caminhar alinhada na mesma direção e ritmo das demais áreas que compõem a empresa na cultura Data Driven.

- DATA VISUALIZATION (QLIK SENSE)
Visualização estratégica baseada em gráficos funcionais e personalizados para tomada de decisões e acompanhamento de resultados. Relatórios analíticos determinantes para entendimento detalhado das informações.

- TREINAMENTO QLIK
Por meio da alfabetização de dados buscamos compartilhar as vantagens da ferramenta de BI Qlik e a importância estratégica. Método onde levamos em consideração os dados obtidos e a realidade das empresas tornando o aprendizado dinâmico.

- TRATAMENTO DE DADOS
Fundamental para o processo de implementação da metodologia Business Intelligence é o tratamento das informações contidas no banco de dados e toda sua estrutura.
Organizar e padronizar os dados para gerar maior eficiência, velocidade e um ambiente seguro.

Nossos Produtos

- LICENCIAMENTO QLIK
O produto certo Qlik Sense para sua empresa criar e identificar insight com segurança, organização e velocidade.
   - ANALYSER - Acesso limitado a visualização, impressão de relatórios, criação e publicação de narrativas no hub.
   - PROFESSIONAL - Exploração completa com acesso a todas as ferramentas para desenvolver, gerenciar e compartilhar dashboard, mapas e relatórios. 
   - ANALYSER CAPACITY - Licença Analyzer com tempo pré-estabelecido por mês que pode ser compartilhado entre os usuários.

- DATASEND
Integração de dados do B.I Qlik Sense com o serviço de mensagens instantâneas do WhatsApp. Informação na palma da mão em tempo real e totalmente personalizada.","B.I.; ,ANÁLISE DE DADOS; ,consultoria; ,negócios; ,vendas; ,sistema de gestão; ,saas; ,gestão; ,Ciência de dados; ,B2B; ,indicadores; ,business inteligence; ,dashboards; ,Cloud; ,Machine Learning; ,SISTEMAS DE GESTÃO; "
Cubo9,(81)99127-9823,contato@cubo9.com.br,https://cubo9.com/,"Rua do Futuro 564 - Graças - Recife/PE, - /. CEP: .",E-Comm/M-Comm,Consultoria em Negócios,"A Cubo9, é uma empresa criada por profissionais experientes que já atuam no mercado há mais de 10 anos, visando atender demandas de Tecnologia da Informação.

Nosso objetivo é ser uma empresa referência no fornecimento de soluções para empresas, negócios, gestão de projetos, terceirização de mão de obra, comércio eletrônico e serviços.

Nós atuamos nas áreas de consultoria, projetos, comércio eletrônico, desenvolvimento, implantação, treinamentos, suporte e terceirização de mão de obra, gerenciamento de infraestrutura em cloud (Google, Amazon AWS, Azure, IBM Cloud, Digital Ocean e Linode) e desenvolvimento de aplicativos para as plataformas iOS e Android.

Somos especialistas em WordPress, tendo vasto conhecimento na área de e-commerce/marketplace utilizando os plugins WooCommerce, WC Marketplace, WCFM Marketplace e Dokan. Possuímos vasto conhecimento no desenvolvimento de plugins e addons para o WordPress e WooCommerce, estendendo suas características e funcionalidades.","lojas virtuais; ,e-commerce; ,marketplaces; ,compra online; ,venda online; ,loja virtual; ,consultoria; ,negócios; ,vendas; "
CRIATIVA GAME DESIGN,(81)97347-7132,contato@criativagamedesign.com.br,https://criativagamedesign.com.br/,"R OLINDINO SANTINO, 38 - São Caitano/PE. CEP: 55130-000.",Diversos Mercados,Diversas Techs/Meths,"NOSSO COMPROMISSO É COM O CRESCIMENTO!
Por isso desenvolvemos experiências e não apenas sistemas. Nossa parceria vai desde o planejamento estratégico ao desenvolvimento, implementação e acompanhamento das soluções.

PLANEJAMENTO ESTRATÉGICO
Nosso trabalho é planejar a melhor solução para a sua empresa.

DESENVOLVIMENTO
Criação de Sistemas Web, Aplicativos e Jogos Digitais.

SOLUÇÕES CLOUD
Sua empresa presente nos melhores servidores, com as melhores ferramentas do mercado internacional.","DESENVOLVIMENTO WEB; ,AGILE; ,SCRUM; ,consultoria; ,negócios; ,nuvem; ,internet; ,gestão; ,Design; ,TI; ,Agile Teams; ,jogos; ,jogos digitais; ,Google; ,WEB; ,Cloud; "
Creative Pack,(98)98427-5926,contato@creativepack.com.br,https://creativepack.com.br/,"Av Perimetral Norte, s/n - São Luís/AC. CEP: 65061-150.",Diversos Mercados,Alocação Profissionais,"Consultoria de inovação. Descoberta, desenvolvimento e escalabilidade.
Alocação e gestão de profissionais digitais por meio de uma comunidade de talentos fomentada continuamente através de um desenvolvimento mútuo.
Educação corporativa por meio de conteúdos disponíveis em nossa plataforma digital somado a mentorias de aplicação prática.","e-commerce; ,consultoria; ,negócios; ,GestãoÁgil; ,Desenvolvimento e Gestão de `Pessoas; ,Design Thinking; ,Gestão de Projetos; ,Inovação Aberta; ,AUTOMAÇÃO; ,P&D; ,TRANSFORMAÇÃO DIGITAL; ,Remote Squad; ,Agile Teams; ,Gestão da inovação; "
